row_number,Order ID,Product ID,Customer ID,Order Date,Ship Mode,DeliveryTime,Quantity,Sales,Profit,Payment Mode,rating
1881,CA-2019-168893,OFF-AR-10003772,AP-10915,03-11-2019,Second Class,30 mins,1,8.75,2.625,Online,
1882,CA-2019-168893,FUR-TA-10003392,AP-10915,03-11-2019,Second Class,40 mins,3,842.94,160.1586,Online,
1883,CA-2019-109365,OFF-FA-10001561,XP-21865,03-11-2019,Standard Class,50 mins,7,15.26,5.0358,Online,
1884,CA-2019-109365,OFF-AP-10002998,XP-21865,03-11-2019,Standard Class,35 mins,2,43.32,14.2956,Online,3
1885,CA-2019-109365,OFF-BI-10003981,XP-21865,03-11-2019,Standard Class,45 mins,12,43.584,15.7992,Online,4
1886,CA-2019-109365,OFF-PA-10001725,XP-21865,03-11-2019,Standard Class,55 mins,3,116.28,56.9772,Online,
1887,CA-2019-109365,OFF-BI-10002071,XP-21865,03-11-2019,Standard Class,50 mins,2,9.296,3.0212,Online,4.2
1888,CA-2019-109365,OFF-PA-10000477,XP-21865,03-11-2019,Standard Class,30 mins,3,19.44,9.3312,Cards,
1889,CA-2019-109365,OFF-PA-10004359,XP-21865,03-11-2019,Standard Class,60 mins,3,314.55,150.984,Cards,4
1890,CA-2019-160136,OFF-PA-10002160,PJ-18835,03-11-2019,Standard Class,45 mins,2,9.248,3.3524,Online,3.8
1891,CA-2019-159023,OFF-BI-10002813,NW-18400,03-11-2019,First Class,40 mins,7,4.158,-3.465,COD,4.2
1892,CA-2019-159023,TEC-MA-10003337,NW-18400,03-11-2019,First Class,50 mins,3,179.991,-251.9874,COD,5
1893,CA-2019-134180,TEC-AC-10000892,JP-16135,03-11-2019,Standard Class,35 mins,1,72,14.4,COD,3
1894,CA-2019-134180,FUR-CH-10004886,JP-16135,03-11-2019,Standard Class,45 mins,7,470.155,-13.433,Cards,4.2
1895,CA-2019-143308,OFF-FA-10000621,RC-19825,04-11-2019,Same Day,50 mins,3,10.74,5.2626,COD,2.9
1896,CA-2019-163755,FUR-FU-10003394,AS-10285,04-11-2019,Second Class,60 mins,3,209.88,35.6796,COD,
1897,CA-2019-166443,FUR-FU-10004020,LH-17020,04-11-2019,First Class,35 mins,7,38.29,16.4647,COD,3.9
1898,CA-2019-146766,OFF-AR-10002135,TT-21220,04-11-2019,Same Day,40 mins,4,192.8,55.912,Cards,2
1899,CA-2019-163328,OFF-SU-10002301,TP-21565,04-11-2019,Second Class,55 mins,7,17.584,-4.1762,Online,4.1
1900,CA-2019-163328,FUR-CH-10003298,TP-21565,04-11-2019,Second Class,50 mins,1,104.784,-14.4078,Cards,3
1901,CA-2019-163328,OFF-PA-10004353,TP-21565,04-11-2019,Second Class,45 mins,3,47.952,16.7832,Online,4.2
1902,CA-2019-163328,FUR-CH-10000229,TP-21565,04-11-2019,Second Class,30 mins,3,650.352,-97.5528,Cards,4.5
1903,CA-2019-163328,OFF-LA-10003930,TP-21565,04-11-2019,Second Class,50 mins,8,629.184,228.0792,COD,
1904,CA-2019-163328,OFF-PA-10000176,TP-21565,04-11-2019,Second Class,40 mins,1,15.176,5.3116,Online,4
1905,CA-2019-165827,FUR-FU-10001889,MF-17665,04-11-2019,Standard Class,55 mins,6,50.496,8.2056,COD,4.4
1906,CA-2019-119018,OFF-BI-10003314,CW-11905,04-11-2019,Standard Class,60 mins,2,7.712,2.7956,COD,
1907,CA-2019-119018,OFF-BI-10000494,CW-11905,04-11-2019,Standard Class,35 mins,1,4.176,1.305,Online,4.7
1908,CA-2019-119018,OFF-PA-10000295,CW-11905,04-11-2019,Standard Class,45 mins,6,38.88,18.6624,COD,4.3
1909,CA-2019-162236,OFF-ST-10003442,ER-13855,04-11-2019,Second Class,50 mins,2,45.248,3.9592,Cards,4
1910,CA-2019-162236,FUR-TA-10002533,ER-13855,04-11-2019,Second Class,35 mins,10,876.3,-292.1,Cards,2.4
1911,CA-2019-162236,OFF-SU-10003505,ER-13855,04-11-2019,Second Class,55 mins,2,185.376,-34.758,Online,
1912,CA-2019-158260,TEC-MA-10003176,CC-12475,04-11-2019,Standard Class,40 mins,2,686.4,77.22,COD,3
1913,US-2019-111563,FUR-FU-10002445,SM-20005,04-11-2019,Standard Class,50 mins,3,11.376,-5.688,COD,
1914,US-2019-111563,FUR-FU-10000723,SM-20005,04-11-2019,Standard Class,60 mins,4,66.112,-84.2928,Online,4
1915,CA-2019-140207,OFF-BI-10003963,CS-12400,05-11-2019,Standard Class,45 mins,5,29.12,9.828,Cards,
1916,US-2019-106677,TEC-PH-10003187,AS-10285,05-11-2019,Standard Class,35 mins,2,23.988,-15.992,Online,5
1917,US-2019-131611,FUR-TA-10002774,EP-13915,05-11-2019,Standard Class,55 mins,8,863.128,-160.2952,Online,4.3
1918,US-2019-131611,OFF-BI-10004364,EP-13915,05-11-2019,Standard Class,30 mins,3,3.564,-6.237,COD,
1919,US-2019-131611,FUR-BO-10000780,EP-13915,05-11-2019,Standard Class,40 mins,7,956.6648,-225.0976,Online,
1920,US-2019-131611,OFF-BI-10001989,EP-13915,05-11-2019,Standard Class,50 mins,3,12.588,-20.1408,Cards,4.8
1921,US-2019-131611,TEC-AC-10004001,EP-13915,05-11-2019,Standard Class,30 mins,5,171.96,45.1395,Online,
1922,US-2019-165078,OFF-BI-10001989,MA-17995,05-11-2019,Standard Class,45 mins,5,104.9,50.352,Cards,3.9
1923,US-2019-165078,OFF-AR-10002987,MA-17995,05-11-2019,Standard Class,25 mins,2,39.68,16.2688,Cards,
1924,US-2019-165078,OFF-LA-10000414,MA-17995,05-11-2019,Standard Class,40 mins,5,51.75,24.84,Cards,4.3
1925,CA-2019-148908,OFF-BI-10002082,JH-15985,05-11-2019,First Class,35 mins,2,53.248,19.968,Online,4
1926,CA-2019-143441,OFF-LA-10002312,EB-14170,05-11-2019,Same Day,30 mins,1,11.84,4.44,Online,
1927,CA-2019-125094,TEC-AC-10004420,NP-18700,05-11-2019,Standard Class,50 mins,4,479.72,52.7692,Online,
1928,CA-2019-144092,TEC-AC-10002305,LH-17155,05-11-2019,Second Class,20 mins,4,72,12.96,Cards,
1929,CA-2019-144092,FUR-CH-10004875,LH-17155,05-11-2019,Second Class,45 mins,2,113.888,9.9652,Online,2.3
1930,CA-2019-144092,OFF-EN-10001434,LH-17155,05-11-2019,Second Class,60 mins,3,158.13,77.4837,COD,4.4
1931,CA-2019-157280,FUR-FU-10004665,LW-17125,05-11-2019,First Class,35 mins,2,273.96,71.2296,Cards,4.1
1932,CA-2019-157280,TEC-AC-10000057,LW-17125,05-11-2019,First Class,25 mins,3,89.97,18.8937,COD,
1933,CA-2019-157280,FUR-FU-10003806,LW-17125,05-11-2019,First Class,20 mins,5,756.8,75.68,Online,4.3
1934,US-2019-125969,FUR-CH-10001146,LS-16975,06-11-2019,Second Class,30 mins,2,81.424,-9.1602,Cards,3.6
1935,US-2019-125969,FUR-FU-10003773,LS-16975,06-11-2019,Second Class,25 mins,3,238.56,26.2416,Cards,4.2
1936,US-2019-153815,FUR-CH-10000513,KL-16555,06-11-2019,First Class,30 mins,2,207.984,-28.5978,Cards,4
1937,US-2019-153815,OFF-PA-10002421,KL-16555,06-11-2019,First Class,40 mins,2,36.112,12.6392,Cards,4.1
1938,US-2019-153815,FUR-FU-10004090,KL-16555,06-11-2019,First Class,20 mins,2,35.568,5.7798,Cards,
1939,US-2019-153815,OFF-PA-10004071,KL-16555,06-11-2019,First Class,30 mins,2,88.768,31.0688,COD,4.9
1940,CA-2019-109925,OFF-ST-10003442,IM-15070,06-11-2019,Second Class,50 mins,3,84.84,22.9068,Cards,
1941,CA-2019-113817,OFF-BI-10004002,MJ-17740,07-11-2019,Standard Class,20 mins,2,27.68,9.688,COD,
1942,CA-2019-161669,OFF-BI-10001294,EM-14095,07-11-2019,First Class,40 mins,4,37.44,11.7,COD,2.7
1943,CA-2019-161669,OFF-BI-10001636,EM-14095,07-11-2019,First Class,30 mins,4,26.976,8.7672,Online,3.5
1944,CA-2019-161669,OFF-SU-10002503,EM-14095,07-11-2019,First Class,25 mins,2,11.36,3.2944,Cards,3.9
1945,CA-2019-161669,OFF-LA-10004093,EM-14095,07-11-2019,First Class,35 mins,2,14.62,6.8714,Cards,3.7
1946,CA-2019-147585,FUR-FU-10002597,CB-12535,07-11-2019,Standard Class,20 mins,3,14.82,6.2244,COD,
1947,CA-2019-144554,TEC-AC-10002800,DM-13345,07-11-2019,Standard Class,30 mins,3,119.976,22.4955,Online,4.3
1948,US-2019-139388,OFF-FA-10004968,CC-12475,07-11-2019,First Class,40 mins,4,14.96,0.2992,Cards,
1949,CA-2019-164896,OFF-PA-10002246,PS-19045,07-11-2019,Standard Class,45 mins,2,12.9,6.321,Cards,
1950,CA-2019-152247,FUR-CH-10001215,MA-17995,07-11-2019,Standard Class,30 mins,4,1603.136,100.196,Cards,4
1951,CA-2019-132997,TEC-PH-10000586,LW-17215,07-11-2019,First Class,25 mins,4,263.96,71.2692,COD,
1952,CA-2019-132997,TEC-PH-10003811,LW-17215,07-11-2019,First Class,20 mins,3,359.97,100.7916,Online,5
1953,CA-2019-132997,OFF-PA-10004983,LW-17215,07-11-2019,First Class,40 mins,2,12.96,6.2208,Cards,3
1954,CA-2019-132997,OFF-ST-10003479,LW-17215,07-11-2019,First Class,30 mins,3,116.82,5.841,COD,3.8
1955,CA-2019-132997,OFF-BI-10004318,LW-17215,07-11-2019,First Class,25 mins,2,276.784,89.9548,Online,
1956,CA-2019-116337,FUR-FU-10002030,MC-17845,07-11-2019,Standard Class,45 mins,5,44.46,-17.784,Cards,4.4
1957,CA-2019-116337,OFF-ST-10001272,MC-17845,07-11-2019,Standard Class,30 mins,3,314.088,19.6305,COD,4.3
1958,CA-2019-168830,TEC-AC-10003911,ML-17395,07-11-2019,Standard Class,25 mins,3,479.97,163.1898,COD,3.9
1959,CA-2019-116379,OFF-BI-10001543,LD-17005,07-11-2019,Standard Class,35 mins,2,57.584,20.1544,Online,
1960,CA-2019-152156,FUR-BO-10001798,CG-12520,08-11-2019,Second Class,50 mins,2,261.96,41.9136,Cards,4
1961,CA-2019-152156,FUR-CH-10000454,CG-12520,08-11-2019,Second Class,20 mins,3,731.94,219.582,Cards,4.3
1962,CA-2019-138233,TEC-AC-10002001,PF-19165,09-11-2019,Standard Class,30 mins,3,479.97,177.5889,Online,4.4
1963,CA-2019-105494,OFF-ST-10002205,PC-18745,10-11-2019,First Class,40 mins,7,155.82,42.0714,COD,5
1964,CA-2019-105494,OFF-BI-10003364,PC-18745,10-11-2019,First Class,25 mins,3,70.008,24.5028,Online,4.4
1965,CA-2019-163384,OFF-BI-10004970,CC-12430,10-11-2019,First Class,35 mins,4,13.216,4.4604,COD,4.4
1966,CA-2019-163384,OFF-PA-10003172,CC-12430,10-11-2019,First Class,20 mins,5,32.4,15.552,Cards,3.2
1967,CA-2019-137736,OFF-AR-10004999,DC-13285,10-11-2019,Standard Class,45 mins,7,41.86,10.465,Online,
1968,CA-2019-115588,OFF-SU-10001225,AF-10885,10-11-2019,Second Class,30 mins,5,14.72,-3.312,Cards,
1969,CA-2019-115588,OFF-ST-10001558,AF-10885,10-11-2019,Second Class,20 mins,3,38.976,-2.436,Cards,
1970,CA-2019-145177,OFF-LA-10001613,PP-18955,10-11-2019,Standard Class,25 mins,4,9.216,3.3408,Online,4.5
1971,CA-2019-145177,TEC-PH-10000376,PP-18955,10-11-2019,Standard Class,35 mins,7,41.958,-9.7902,COD,1
1972,CA-2019-145177,OFF-PA-10004039,PP-18955,10-11-2019,Standard Class,45 mins,2,89.568,32.4684,COD,5
1973,CA-2019-145177,OFF-PA-10001776,PP-18955,10-11-2019,Standard Class,30 mins,3,22.248,7.5087,Cards,3.9
1974,CA-2019-145177,OFF-AP-10002457,PP-18955,10-11-2019,Standard Class,40 mins,4,334.88,29.302,COD,3.8
1975,CA-2019-145177,FUR-FU-10000758,PP-18955,10-11-2019,Standard Class,55 mins,7,148.288,29.6576,Cards,3.6
1976,CA-2019-145177,OFF-PA-10000682,PP-18955,10-11-2019,Standard Class,25 mins,1,4.624,1.6762,COD,3.4
1977,CA-2019-145177,TEC-AC-10002550,PP-18955,10-11-2019,Standard Class,50 mins,7,178.92,-29.0745,Online,
1978,CA-2019-145177,OFF-BI-10002082,PP-18955,10-11-2019,Standard Class,60 mins,7,69.888,-46.592,Cards,
1979,US-2019-144547,TEC-AC-10004901,MS-17770,10-11-2019,Standard Class,35 mins,7,279.944,48.9902,COD,5
1980,CA-2019-119935,FUR-FU-10001085,KM-16225,10-11-2019,Standard Class,45 mins,2,37.3,17.158,Cards,4.1
1981,CA-2019-119935,OFF-BI-10001597,KM-16225,10-11-2019,Standard Class,50 mins,2,81.96,39.3408,Online,4.2
1982,CA-2019-125164,OFF-BI-10001191,SH-19975,10-11-2019,Standard Class,40 mins,1,20.368,7.3834,Online,4.3
1983,CA-2019-125164,OFF-BI-10003982,SH-19975,10-11-2019,Standard Class,30 mins,3,49.848,16.8237,Cards,5
1984,CA-2019-158694,OFF-PA-10002421,AI-10855,10-11-2019,Second Class,60 mins,3,67.71,32.5008,COD,4.3
1985,CA-2019-158694,OFF-AP-10000055,AI-10855,10-11-2019,Second Class,45 mins,4,129.92,38.976,Cards,4.1
1986,CA-2019-158694,FUR-FU-10000965,AI-10855,10-11-2019,Second Class,55 mins,9,467.46,191.6586,Online,4.2
1987,CA-2019-158694,OFF-PA-10001363,AI-10855,10-11-2019,Second Class,30 mins,5,61.4,28.858,Online,3.8
1988,CA-2019-158694,OFF-ST-10001496,AI-10855,10-11-2019,Second Class,40 mins,4,720.76,187.3976,Online,3.3
1989,CA-2019-158694,OFF-BI-10004656,AI-10855,10-11-2019,Second Class,50 mins,3,5.184,1.8144,Online,3.9
1990,CA-2019-158694,OFF-AR-10001227,AI-10855,10-11-2019,Second Class,35 mins,5,14.7,3.969,Online,3.9
1991,CA-2019-162348,FUR-FU-10003731,BF-11170,10-11-2019,Standard Class,30 mins,1,9.98,2.7944,COD,
1992,CA-2019-152940,OFF-ST-10000352,RO-19780,10-11-2019,First Class,60 mins,1,29.74,4.461,Cards,4.3
1993,US-2019-136581,OFF-PA-10002787,SV-20365,10-11-2019,First Class,40 mins,6,31.104,10.8864,COD,3.9
1994,CA-2019-140935,TEC-PH-10000562,AB-10015,10-11-2019,First Class,45 mins,2,221.98,62.1544,COD,4.1
1995,CA-2019-140935,FUR-BO-10003966,AB-10015,10-11-2019,First Class,50 mins,2,341.96,54.7136,COD,4
1996,CA-2019-127761,OFF-BI-10002557,SW-20275,10-11-2019,Standard Class,35 mins,1,3.64,1.365,Online,
1997,CA-2019-127761,TEC-PH-10003691,SW-20275,10-11-2019,Standard Class,55 mins,7,881.93,220.4825,COD,4.4
1998,CA-2019-124667,TEC-AC-10003447,BD-11770,11-11-2019,Standard Class,45 mins,3,59.97,14.9925,Online,5
1999,CA-2019-124667,OFF-ST-10002276,BD-11770,11-11-2019,Standard Class,50 mins,1,83.36,20.84,COD,
2000,CA-2019-124506,TEC-AC-10003280,BB-11545,11-11-2019,Standard Class,60 mins,4,95.968,1.1996,COD,4
2001,CA-2019-124506,FUR-CH-10004540,BB-11545,11-11-2019,Standard Class,30 mins,2,47.992,-2.0568,Cards,3.3
2002,CA-2019-139878,TEC-PH-10001336,LD-17005,11-11-2019,Standard Class,40 mins,2,257.98,74.8142,COD,4.3
2003,CA-2019-130799,FUR-FU-10001852,BK-11260,11-11-2019,Second Class,50 mins,4,6.96,2.2272,COD,5
2004,CA-2019-131968,OFF-BI-10002852,LB-16795,11-11-2019,Standard Class,35 mins,2,9.888,-6.9216,Online,4.2
2005,CA-2019-131968,OFF-AP-10001058,LB-16795,11-11-2019,Standard Class,45 mins,3,671.544,50.3658,Cards,4.1
2006,CA-2019-145548,OFF-ST-10002562,EB-13750,11-11-2019,Standard Class,55 mins,3,28.14,7.8792,Cards,2.8
2007,CA-2019-145548,TEC-AC-10002305,EB-13750,11-11-2019,Standard Class,50 mins,2,36,6.48,Cards,4.4
2008,CA-2019-145548,OFF-AR-10003373,EB-13750,11-11-2019,Standard Class,30 mins,3,92.94,25.0938,COD,4.3
2009,CA-2019-145548,FUR-CH-10003774,EB-13750,11-11-2019,Standard Class,60 mins,3,245.646,8.1882,Online,3.8
2010,CA-2019-145548,OFF-BI-10001510,EB-13750,11-11-2019,Standard Class,45 mins,3,55.008,17.19,Online,
2011,CA-2019-145548,OFF-BI-10004236,EB-13750,11-11-2019,Standard Class,40 mins,3,35.232,11.4504,Online,3.9
2012,CA-2019-116722,FUR-FU-10001934,LP-17080,11-11-2019,Standard Class,50 mins,2,41.96,10.9096,Cards,3.7
2013,CA-2019-116722,FUR-CH-10004997,LP-17080,11-11-2019,Standard Class,35 mins,3,451.152,0,Online,
2014,CA-2019-116722,OFF-BI-10001890,LP-17080,11-11-2019,Standard Class,45 mins,11,31.504,11.0264,Online,4.3
2015,US-2019-164196,FUR-TA-10001950,AS-10285,11-11-2019,Standard Class,50 mins,6,2678.94,241.1046,Online,4
2016,CA-2019-103128,OFF-AR-10003394,SC-20845,11-11-2019,Standard Class,60 mins,6,14.112,1.2348,COD,4
2017,CA-2019-134348,OFF-BI-10003727,MS-17710,12-11-2019,Standard Class,35 mins,5,6.27,-4.598,Cards,
2018,CA-2019-134348,OFF-BI-10004967,MS-17710,12-11-2019,Standard Class,40 mins,7,4.368,-3.3488,Online,5
2019,CA-2019-134348,TEC-AC-10003447,MS-17710,12-11-2019,Standard Class,55 mins,2,31.984,1.999,COD,4.2
2020,CA-2019-152170,OFF-EN-10002831,FH-14275,12-11-2019,Second Class,50 mins,8,287.52,129.384,Online,4.5
2021,CA-2019-152170,OFF-AP-10002350,FH-14275,12-11-2019,Second Class,45 mins,2,37.68,10.5504,Online,4.1
2022,CA-2019-152170,OFF-PA-10001763,FH-14275,12-11-2019,Second Class,30 mins,2,19.98,8.991,Cards,
2023,CA-2019-152170,OFF-AR-10003394,FH-14275,12-11-2019,Second Class,50 mins,7,20.58,5.5566,Cards,
2024,CA-2019-152170,OFF-BI-10002072,FH-14275,12-11-2019,Second Class,40 mins,2,17.38,8.69,COD,
2025,CA-2019-124590,FUR-CH-10004495,SP-20920,12-11-2019,Standard Class,55 mins,7,1474.802,-21.0686,Cards,4
2026,CA-2019-124590,OFF-AP-10002311,SP-20920,12-11-2019,Standard Class,60 mins,2,110.096,33.0288,Cards,5
2027,CA-2019-124590,OFF-FA-10000585,SP-20920,12-11-2019,Standard Class,35 mins,6,16.752,5.4444,Online,
2028,CA-2019-124590,FUR-CH-10000454,SP-20920,12-11-2019,Standard Class,45 mins,9,1537.074,0,Cards,
2029,CA-2019-124590,FUR-CH-10003746,SP-20920,12-11-2019,Standard Class,50 mins,2,449.372,-12.8392,Online,
2030,CA-2019-164399,TEC-PH-10004908,DW-13480,12-11-2019,First Class,35 mins,3,203.976,25.497,Online,4.1
2031,CA-2019-164399,FUR-TA-10003392,DW-13480,12-11-2019,First Class,55 mins,3,674.352,-8.4294,Online,4.5
2032,CA-2019-149349,FUR-FU-10001037,SP-20650,12-11-2019,First Class,40 mins,6,22.752,-8.532,COD,3.9
2033,CA-2019-155488,OFF-AR-10002956,FM-14290,13-11-2019,Standard Class,50 mins,2,44.02,11.4452,COD,4.5
2034,CA-2019-121958,OFF-SU-10000381,CS-12505,13-11-2019,Standard Class,60 mins,7,52.136,5.8653,Cards,3.7
2035,CA-2019-149461,FUR-FU-10004270,AS-10135,13-11-2019,Standard Class,45 mins,1,4.18,1.5048,Online,4.1
2036,CA-2019-118570,OFF-PA-10001289,CC-12430,13-11-2019,Standard Class,35 mins,7,217.056,78.6828,COD,
2037,US-2019-162103,OFF-BI-10000285,LB-16795,13-11-2019,Standard Class,55 mins,2,3.136,-4.704,Online,3.9
2038,CA-2019-101336,OFF-ST-10003455,CK-12760,13-11-2019,Standard Class,30 mins,5,77.55,20.163,Online,5
2039,CA-2019-101336,OFF-ST-10000876,CK-12760,13-11-2019,Standard Class,40 mins,2,24.88,6.9664,Online,
2040,CA-2019-101336,OFF-AR-10003582,CK-12760,13-11-2019,Standard Class,50 mins,5,140.75,39.41,Online,5
2041,CA-2019-101336,OFF-ST-10004258,CK-12760,13-11-2019,Standard Class,30 mins,3,36.63,9.8901,Online,
2042,CA-2019-128972,FUR-FU-10003096,TS-21430,13-11-2019,Standard Class,45 mins,4,30.36,13.0548,Online,4.3
2043,US-2019-113677,TEC-PH-10002114,CM-12655,13-11-2019,Standard Class,25 mins,4,2279.96,592.7896,COD,
2044,US-2019-113677,OFF-LA-10001569,CM-12655,13-11-2019,Standard Class,40 mins,3,14.94,6.8724,Online,4.5
2045,CA-2019-147683,FUR-FU-10004848,PO-19180,13-11-2019,Standard Class,35 mins,2,19.54,7.2298,Online,3.1
2046,CA-2019-131065,TEC-AC-10004145,AA-10375,14-11-2019,Second Class,30 mins,2,499.98,114.9954,Online,4.1
2047,CA-2019-131065,OFF-PA-10002479,AA-10375,14-11-2019,Second Class,50 mins,1,5.28,2.376,Online,
2048,CA-2019-131065,OFF-BI-10004970,AA-10375,14-11-2019,Second Class,20 mins,2,8.26,3.8822,Online,
2049,CA-2019-149482,OFF-LA-10000248,RR-19315,14-11-2019,Standard Class,45 mins,2,7.38,3.4686,Online,
2050,CA-2019-134691,OFF-BI-10002393,KC-16540,14-11-2019,Standard Class,60 mins,2,2.296,-3.9032,Online,4.5
2051,CA-2019-118759,FUR-CH-10002335,MB-17305,14-11-2019,First Class,35 mins,2,408.006,72.5344,Online,4.2
2052,CA-2019-118759,OFF-ST-10001590,MB-17305,14-11-2019,First Class,25 mins,3,40.44,10.5144,COD,
2053,CA-2019-121370,FUR-CH-10000785,EB-14110,14-11-2019,Second Class,20 mins,3,380.058,-21.7176,Online,3.7
2054,CA-2019-121370,TEC-CO-10004115,EB-14110,14-11-2019,Second Class,30 mins,4,1199.976,179.9964,COD,4.4
2055,CA-2019-121370,FUR-FU-10002813,EB-14110,14-11-2019,Second Class,25 mins,3,48.576,9.7152,Online,4.3
2056,US-2019-112970,OFF-AR-10003829,TB-21250,14-11-2019,First Class,30 mins,3,9.84,2.8536,Online,5
2057,US-2019-117541,OFF-PA-10001609,JM-16195,14-11-2019,Standard Class,40 mins,5,16.45,7.567,Online,
2058,US-2019-117541,FUR-FU-10000550,JM-16195,14-11-2019,Standard Class,20 mins,4,19.92,6.5736,COD,3.7
2059,US-2019-144351,TEC-PH-10001644,RC-19960,14-11-2019,Standard Class,30 mins,3,89.97,25.1916,COD,4.2
2060,CA-2019-166618,TEC-PH-10003356,DP-13000,14-11-2019,Standard Class,50 mins,2,13.98,3.9144,COD,
2061,CA-2019-166618,OFF-AR-10001725,DP-13000,14-11-2019,Standard Class,20 mins,1,23.65,6.149,Online,4
2062,CA-2019-105963,TEC-AC-10003832,SC-20770,15-11-2019,Standard Class,40 mins,3,99.39,40.7499,Online,3.7
2063,CA-2019-146633,OFF-BI-10003527,TG-21310,15-11-2019,Second Class,30 mins,1,1016.792,381.297,COD,
2064,CA-2019-146633,OFF-BI-10002982,TG-21310,15-11-2019,Second Class,25 mins,7,38.136,13.3476,COD,4.4
2065,CA-2019-148740,TEC-PH-10002549,AH-10690,15-11-2019,Standard Class,35 mins,2,361.376,27.1032,Online,4.3
2066,CA-2019-130820,FUR-TA-10001768,ON-18715,15-11-2019,Same Day,20 mins,4,630.024,-199.5076,Online,3.6
2067,CA-2019-154508,OFF-EN-10001990,RD-19900,16-11-2019,Standard Class,30 mins,5,28.4,13.348,Online,4
2068,CA-2019-124527,OFF-BI-10004967,IM-15055,16-11-2019,First Class,40 mins,5,8.32,2.808,Online,4
2069,CA-2019-150658,OFF-BI-10004140,MS-17365,17-11-2019,Standard Class,45 mins,3,10.776,3.3675,Online,3.8
2070,CA-2019-134110,TEC-PH-10002350,BG-11035,17-11-2019,First Class,30 mins,3,67.176,6.7176,Online,3.9
2071,CA-2019-134110,OFF-PA-10000697,BG-11035,17-11-2019,First Class,25 mins,4,15.232,5.5216,Online,4.3
2072,CA-2019-118500,OFF-SU-10004231,HJ-14875,17-11-2019,First Class,20 mins,5,49.5,13.365,Online,4.5
2073,CA-2019-136812,OFF-ST-10003470,AW-10930,18-11-2019,Standard Class,40 mins,4,1117.92,55.896,Online,
2074,CA-2019-119963,OFF-AR-10003514,SN-20710,18-11-2019,Standard Class,30 mins,2,6.368,1.0348,COD,
2075,CA-2019-119963,OFF-LA-10003510,SN-20710,18-11-2019,Standard Class,25 mins,2,48.848,15.8756,Online,5
2076,CA-2019-119963,OFF-PA-10001970,SN-20710,18-11-2019,Standard Class,45 mins,2,19.648,6.6312,Online,4.1
2077,CA-2019-119963,FUR-CH-10003817,SN-20710,18-11-2019,Standard Class,30 mins,6,255.108,-18.222,COD,4.1
2078,CA-2019-158575,OFF-AP-10002998,SB-20290,18-11-2019,Standard Class,25 mins,6,103.968,16.8948,Online,4.1
2079,CA-2019-166226,TEC-PH-10003357,TC-21535,18-11-2019,Standard Class,35 mins,1,61.192,6.1192,Online,
2080,CA-2019-166226,OFF-AP-10002867,TC-21535,18-11-2019,Standard Class,50 mins,1,67.84,18.3168,COD,4.2
2081,CA-2019-115378,FUR-CH-10000863,AJ-10945,18-11-2019,Second Class,20 mins,2,301.96,33.2156,Online,4.5
2082,US-2019-138408,TEC-AC-10003870,KC-16255,18-11-2019,Second Class,30 mins,4,1319.96,527.984,COD,
2083,CA-2019-103464,TEC-AC-10002842,PG-18820,18-11-2019,Standard Class,40 mins,5,595,95.2,Online,4.1
2084,CA-2019-108630,OFF-BI-10002437,BE-11410,18-11-2019,Same Day,25 mins,5,61.12,22.156,Online,4.8
2085,CA-2019-164511,OFF-BI-10003305,DJ-13630,19-11-2019,Standard Class,35 mins,3,14.352,4.6644,Online,3.6
2086,CA-2019-164511,OFF-ST-10002583,DJ-13630,19-11-2019,Standard Class,20 mins,2,64.96,2.5984,Online,4.4
2087,CA-2019-164511,OFF-ST-10004507,DJ-13630,19-11-2019,Standard Class,45 mins,4,68.6,18.522,Online,
2088,US-2019-110156,OFF-ST-10000642,EH-13945,19-11-2019,Standard Class,30 mins,6,100.704,-16.3644,COD,
2089,US-2019-110156,FUR-FU-10000206,EH-13945,19-11-2019,Standard Class,20 mins,2,2.328,-0.7566,Online,3.4
2090,US-2019-110156,OFF-BI-10003676,EH-13945,19-11-2019,Standard Class,25 mins,5,10.78,-17.248,COD,
2091,US-2019-110156,OFF-FA-10003495,EH-13945,19-11-2019,Standard Class,35 mins,12,58.368,21.888,Online,4.3
2092,US-2019-110156,OFF-EN-10003798,EH-13945,19-11-2019,Standard Class,45 mins,3,40.968,13.8267,Online,3.7
2093,US-2019-110156,TEC-PH-10003589,EH-13945,19-11-2019,Standard Class,30 mins,5,71.96,25.186,Online,
2094,US-2019-110156,OFF-PA-10004735,EH-13945,19-11-2019,Standard Class,40 mins,2,10.368,3.6288,Cards,4.7
2095,US-2019-110156,OFF-BI-10002609,EH-13945,19-11-2019,Standard Class,55 mins,2,1.192,-2.0264,Cards,4.1
2096,CA-2019-113138,OFF-AR-10003770,NP-18685,19-11-2019,Standard Class,25 mins,6,17.28,5.0112,Online,2.5
